Game,Date,VOD,Game Moddée,Nombre de joueurs,Nombre de loups,Rôle Traître,Rôle Amoureux,Rôles solo,Camp victorieux,Type de victoire,Nombre de journées,Survivants villageois,Survivants loups (traître inclus),Survivants amoureux,Survivants solo,Liste des gagnants,Récolte,Total récolte,Pourcentage de récolte,Liste des joueurs
198,21/08/2024,lien,FALSE,9,2,FALSE,FALSE,,Villageois,Votes,2,2,0,FALSE,,"Ponce, Lutti, Fukano, Arkantors, Kao, Tsuna, Brybry",950,1200,"79,17%","Ponce, Khalen, Lutti, Fukano, Arkantors, Kao, Tsuna, Brybry, Flonflon"
199,21/08/2024,lien,FALSE,9,2,FALSE,FALSE,,Villageois,Récolte,3,6,1,FALSE,,"Khalen, Lutti, Fukano, Arkantors, Tsuna, Brybry, Flonflon",1210,1200,"100,83%","Ponce, Khalen, Lutti, Fukano, Arkantors, Kao, Tsuna, Brybry, Flonflon"
200,21/08/2024,lien,FALSE,9,2,FALSE,FALSE,,Loups,Votes,1,2,2,FALSE,,"Lutti, Tsuna",230,1300,"17,69%","Ponce, Khalen, Lutti, Fukano, Arkantors, Kao, Tsuna, Brybry, Flonflon"
201,21/08/2024,lien,FALSE,9,2,FALSE,FALSE,,Villageois,Votes,2,4,0,FALSE,,"Ponce, Khalen, Lutti, Fukano, Kao, Brybry, Flonflon",995,1300,"76,54%","Ponce, Khalen, Lutti, Fukano, Arkantors, Kao, Tsuna, Brybry, Flonflon"
202,21/08/2024,lien,FALSE,9,2,FALSE,FALSE,,Loups,Domination,3,1,2,FALSE,,"Arkantors, Kao",1215,1300,"93,46%","Ponce, Khalen, Lutti, Fukano, Arkantors, Kao, Tsuna, Brybry, Flonflon"
203,21/08/2024,lien,FALSE,9,2,FALSE,FALSE,,Loups,Domination,2,2,2,FALSE,,"Brybry, Khalen",715,1300,"55,00%","Ponce, Khalen, Lutti, Fukano, Arkantors, Kao, Tsuna, Brybry, Flonflon"
204,21/08/2024,lien,FALSE,9,2,FALSE,FALSE,,Loups,Domination,2,2,2,FALSE,,"Lutti, Brybry",690,1300,"53,08%","Ponce, Khalen, Lutti, Fukano, Arkantors, Kao, Tsuna, Brybry, Flonflon"
205,21/08/2024,lien,FALSE,9,2,FALSE,FALSE,,Villageois,Votes,2,3,0,FALSE,,"Khalen, Lutti, Fukano, Kao, Tsuna, Brybry, Flonflon",855,1300,"65,77%","Ponce, Khalen, Lutti, Fukano, Arkantors, Kao, Tsuna, Brybry, Flonflon"
206,21/08/2024,lien,FALSE,9,2,FALSE,FALSE,,Villageois,Votes,2,3,0,FALSE,,"Ponce, Khalen, Fukano, Kao, Tsuna, Brybry, Flonflon",565,1300,"43,46%","Ponce, Khalen, Lutti, Fukano, Arkantors, Kao, Tsuna, Brybry, Flonflon"
207,24/09/2024,lien,FALSE,10,2,FALSE,FALSE,,Villageois,Tir du Chasseur,2,5,0,FALSE,,"Ponce, Khalen, Anaee, Fukano, Tsuna, Bytell, Lutti, Flonflon",750,1400,"53,57%","Ponce, Khalen, Anaee, Fukano, Leaprima, Tsuna, Kao, Bytell, Lutti, Flonflon"
208,24/09/2024,lien,FALSE,10,2,FALSE,FALSE,,Loups,Domination,2,1,1,FALSE,,"Khalen, Tsuna",735,1400,"52,50%","Ponce, Khalen, Anaee, Fukano, Leaprima, Tsuna, Kao, Bytell, Lutti, Flonflon"
209,24/09/2024,lien,FALSE,10,2,FALSE,FALSE,,Villageois,Récolte,4,4,1,FALSE,,"Ponce, Khalen, Fukano, Leaprima, Tsuna, Kao, Bytell, Lutti",1410,1400,"100,71%","Ponce, Khalen, Anaee, Fukano, Leaprima, Tsuna, Kao, Bytell, Lutti, Flonflon"
210,24/09/2024,lien,FALSE,10,2,FALSE,FALSE,,Loups,Domination,2,1,2,FALSE,,"Bytell, Fukano",715,1400,"51,07%","Ponce, Khalen, Anaee, Fukano, Leaprima, Tsuna, Kao, Bytell, Lutti, Flonflon"
211,24/09/2024,lien,FALSE,10,2,FALSE,FALSE,,Loups,Domination,3,1,1,FALSE,,"Tsuna, Bytell",870,1400,"62,14%","Ponce, Khalen, Anaee, Fukano, Leaprima, Tsuna, Kao, Bytell, Lutti, Flonflon"
212,24/09/2024,lien,FALSE,10,2,FALSE,FALSE,,Loups,Votes,1,2,2,FALSE,,"Leaprima, Tsuna",355,1800,"19,72%","Ponce, Khalen, Anaee, Fukano, Leaprima, Tsuna, Kao, Bytell, Lutti, Flonflon"
213,24/09/2024,lien,FALSE,10,2,FALSE,FALSE,,Villageois,Votes,1,3,0,FALSE,,"Ponce, Fukano, Leaprima, Tsuna, Kao, Bytell, Lutti, Flonflon",330,1800,"18,33%","Ponce, Khalen, Anaee, Fukano, Leaprima, Tsuna, Kao, Bytell, Lutti, Flonflon"
214,24/09/2024,lien,FALSE,10,2,FALSE,FALSE,,Loups,Domination,2,1,1,FALSE,,"Leaprima, Lutti",310,1200,"25,83%","Ponce, Khalen, Anaee, Fukano, Leaprima, Tsuna, Kao, Bytell, Lutti, Flonflon"
215,24/09/2024,lien,FALSE,10,2,FALSE,FALSE,,Villageois,Tir du Chasseur,2,6,0,FALSE,,"Ponce, Khalen, Fukano, Tsuna, Kao, Bytell, Lutti, Flonflon",690,1400,"49,29%","Ponce, Khalen, Anaee, Fukano, Leaprima, Tsuna, Kao, Bytell, Lutti, Flonflon"
216,24/09/2024,lien,FALSE,10,2,FALSE,FALSE,,Loups,Votes,1,2,2,FALSE,,"Fukano, Tsuna",295,1400,"21,07%","Ponce, Khalen, Anaee, Fukano, Leaprima, Tsuna, Kao, Bytell, Lutti, Flonflon"
217,24/09/2024,lien,FALSE,10,2,FALSE,FALSE,,Villageois,Votes,3,4,0,FALSE,,"Ponce, Khalen, Anaee, Fukano, Leaprima, Tsuna, Kao, Flonflon",1180,1400,"84,29%","Ponce, Khalen, Anaee, Fukano, Leaprima, Tsuna, Kao, Bytell, Lutti, Flonflon"
218,24/09/2024,lien,FALSE,10,2,FALSE,FALSE,,Villageois,Récolte,4,4,1,FALSE,,"Ponce, Khalen, Anaee, Fukano, Leaprima, Kao, Lutti, Flonflon",1400,1400,"100,00%","Ponce, Khalen, Anaee, Fukano, Leaprima, Tsuna, Kao, Bytell, Lutti, Flonflon"
219,24/09/2024,lien,FALSE,10,2,FALSE,FALSE,,Villageois,Tir du Chasseur,2,4,0,FALSE,,"Ponce, Khalen, Fukano, Leaprima, Tsuna, Kao, Bytell, Lutti",325,1400,"23,21%","Ponce, Khalen, Anaee, Fukano, Leaprima, Tsuna, Kao, Bytell, Lutti, Flonflon"
220,24/09/2024,lien,FALSE,10,2,FALSE,FALSE,,Villageois,Tir du Chasseur,2,8,0,FALSE,,"Ponce, Khalen, Anaee, Fukano, Kao, Bytell, Lutti, Flonflon",835,1400,"59,64%","Ponce, Khalen, Anaee, Fukano, Leaprima, Tsuna, Kao, Bytell, Lutti, Flonflon"
221,24/09/2024,lien,FALSE,10,2,FALSE,FALSE,,Villageois,Tir du Chasseur,2,6,0,FALSE,,"Ponce, Khalen, Anaee, Fukano, Tsuna, Kao, Bytell, Lutti",545,1400,"38,93%","Ponce, Khalen, Anaee, Fukano, Leaprima, Tsuna, Kao, Bytell, Lutti, Flonflon"
222,24/09/2024,lien,FALSE,10,2,FALSE,FALSE,,Loups,Domination,1,1,2,FALSE,,"Flonflon, Lutti",320,1400,"22,86%","Ponce, Khalen, Anaee, Fukano, Leaprima, Tsuna, Kao, Bytell, Lutti, Flonflon"
223,24/09/2024,lien,FALSE,10,2,FALSE,FALSE,,Loups,Domination,3,1,1,FALSE,,"Flonflon, Lutti",930,1400,"66,43%","Ponce, Khalen, Anaee, Fukano, Leaprima, Tsuna, Kao, Bytell, Lutti, Flonflon"
224,24/09/2024,lien,FALSE,9,2,FALSE,FALSE,,Villageois,Tir du Chasseur,2,6,0,FALSE,,"Ponce, Anaee, Fukano, Leaprima, Tsuna, Kao, Bytell",485,1400,"34,64%","Ponce, Khalen, Anaee, Fukano, Leaprima, Tsuna, Kao, Bytell, Lutti"
225,24/09/2024,lien,FALSE,9,2,FALSE,FALSE,,Loups,Domination,1,2,2,FALSE,,"Fukano, Lutti",515,1400,"36,79%","Ponce, Khalen, Anaee, Fukano, Leaprima, Tsuna, Kao, Bytell, Lutti"
226,24/09/2024,lien,FALSE,9,2,FALSE,FALSE,,Loups,Domination,2,1,2,FALSE,,"Fukano, Lutti",515,1400,"36,79%","Ponce, Khalen, Anaee, Fukano, Leaprima, Tsuna, Kao, Bytell, Lutti"
227,05/12/2024,lien,FALSE,9,2,FALSE,FALSE,,Villageois,Votes,2,3,0,FALSE,,"Lutti, Khalen, Monodie, Brybry, Flonflon, Fukano, Kyria",600,1500,"40,00%","Ponce, Lutti, Khalen, Monodie, Brybry, Flonflon, Fukano, Kyria, Tsuna"
228,05/12/2024,lien,FALSE,10,2,FALSE,FALSE,,Villageois,Tir du Chasseur,3,6,0,FALSE,,"Ponce, Lutti, Khalen, Monodie, Brybry, Flonflon, Tsuna, Riri et son ptit Ricard",1195,1500,"79,67%","Ponce, Lutti, Khalen, Monodie, Brybry, Flonflon, Fukano, Kyria, Tsuna, Riri et son ptit Ricard"
229,05/12/2024,lien,FALSE,10,2,FALSE,FALSE,,Villageois,Votes,3,7,0,FALSE,,"Ponce, Lutti, Khalen, Brybry, Flonflon, Fukano, Tsuna, Arkantors",1275,1500,"85,00%","Ponce, Lutti, Khalen, Monodie, Brybry, Flonflon, Fukano, Kyria, Tsuna, Arkantors"
230,05/12/2024,lien,FALSE,10,2,FALSE,FALSE,,Loups,Domination,5,1,1,FALSE,,"Flonflon, Tsuna",1670,2000,"83,50%","Ponce, Lutti, Khalen, Monodie, Brybry, Flonflon, Fukano, Kyria, Tsuna, Arkantors"
231,05/12/2024,lien,FALSE,10,2,FALSE,FALSE,,Villageois,Votes,4,2,0,FALSE,,"Ponce, Khalen, Monodie, Brybry, Fukano, Kyria, Tsuna, Arkantors",1600,2000,"80,00%","Ponce, Lutti, Khalen, Monodie, Brybry, Flonflon, Fukano, Kyria, Tsuna, Arkantors"
232,05/12/2024,lien,FALSE,10,2,FALSE,FALSE,,Loups,Domination,4,1,1,FALSE,,"Khalen, Monodie",1215,2000,"60,75%","Ponce, Lutti, Khalen, Monodie, Brybry, Fukano, Kyria, Tsuna, Arkantors, Riri et son ptit Ricard"
233,05/12/2024,lien,FALSE,10,2,FALSE,FALSE,,Loups,Domination,2,2,2,FALSE,,"Ponce, Arkantors",610,2000,"30,50%","Ponce, Lutti, Khalen, Monodie, Brybry, Fukano, Kyria, Tsuna, Arkantors, Riri et son ptit Ricard"
234,05/12/2024,lien,FALSE,10,2,FALSE,FALSE,,Loups,Domination,1,2,2,FALSE,,"Khalen, Brybry",310,2000,"15,50%","Ponce, Lutti, Khalen, Monodie, Brybry, Fukano, Kyria, Tsuna, Arkantors, Riri et son ptit Ricard"
235,05/12/2024,lien,FALSE,10,2,FALSE,FALSE,,Villageois,Votes,3,2,0,FALSE,,"Ponce, Khalen, Monodie, Brybry, Fukano, Tsuna, Arkantors, Riri et son ptit Ricard",870,2000,"43,50%","Ponce, Lutti, Khalen, Monodie, Brybry, Fukano, Kyria, Tsuna, Arkantors, Riri et son ptit Ricard"
236,06/12/2024,lien,FALSE,12,2,FALSE,FALSE,,Villageois,Votes,2,4,0,FALSE,,"Onutrem, Gom4rt, Antoine, AvaMind, Sakor, LyeGaia, Skyyart, Pressea, Etoiles, GoB",905,1500,"60,33%","Ponce, Onutrem, Berlu, Gom4rt, Antoine, AvaMind, Sakor, LyeGaia, Skyyart, Pressea, Etoiles, GoB"
237,06/12/2024,lien,FALSE,12,2,FALSE,FALSE,,Loups,Domination,2,2,2,FALSE,,"Ponce, AvaMind",875,1500,"58,33%","Ponce, Onutrem, Berlu, Gom4rt, Antoine, AvaMind, Sakor, LyeGaia, Skyyart, Pressea, Etoiles, GoB"
238,06/12/2024,lien,FALSE,12,2,FALSE,FALSE,,Loups,Domination,2,1,1,FALSE,,"Gom4rt, GoB",520,1500,"34,67%","Ponce, Onutrem, Berlu, Gom4rt, Antoine, AvaMind, Sakor, LyeGaia, Skyyart, Pressea, Etoiles, GoB"
239,06/12/2024,lien,FALSE,12,2,FALSE,FALSE,,Villageois,Tir du Chasseur,4,5,0,FALSE,,"Ponce, Onutrem, Gom4rt, Antoine, AvaMind, LyeGaia, Skyyart, Pressea, Etoiles, GoB",1225,1500,"81,67%","Ponce, Onutrem, Berlu, Gom4rt, Antoine, AvaMind, Sakor, LyeGaia, Skyyart, Pressea, Etoiles, GoB"
240,06/12/2024,lien,FALSE,12,2,FALSE,FALSE,,Loups,Domination,3,0,2,FALSE,,"Ponce, Sakor",1015,1500,"67,67%","Ponce, Onutrem, Berlu, Gom4rt, Antoine, AvaMind, Sakor, LyeGaia, Skyyart, Pressea, Etoiles, GoB"
241,06/12/2024,lien,FALSE,12,2,FALSE,FALSE,,Villageois,Votes,2,4,0,FALSE,,"Ponce, Onutrem, Gom4rt, Antoine, Sakor, LyeGaia, Skyyart, Pressea, Etoiles, GoB",665,1500,"44,33%","Ponce, Onutrem, Berlu, Gom4rt, Antoine, AvaMind, Sakor, LyeGaia, Skyyart, Pressea, Etoiles, GoB"
242,06/12/2024,lien,FALSE,12,2,FALSE,FALSE,,Loups,Domination,3,1,2,FALSE,,"Onutrem, Gom4rt",1150,1500,"76,67%","Ponce, Onutrem, Berlu, Gom4rt, Antoine, AvaMind, Sakor, LyeGaia, Skyyart, Pressea, Etoiles, GoB"
243,06/12/2024,lien,FALSE,12,2,FALSE,FALSE,,Villageois,Votes,3,4,0,FALSE,,"Ponce, Berlu, Gom4rt, Antoine, AvaMind, LyeGaia, Skyyart, Pressea, Etoiles, GoB",1000,1500,"66,67%","Ponce, Onutrem, Berlu, Gom4rt, Antoine, AvaMind, Sakor, LyeGaia, Skyyart, Pressea, Etoiles, GoB"
244,06/12/2024,lien,FALSE,11,2,FALSE,FALSE,,Villageois,Récolte,4,5,1,FALSE,,"Ponce, Onutrem, Berlu, Gom4rt, Antoine, Sakor, Skyyart, Pressea, Etoiles",1515,1500,"101,00%","Ponce, Onutrem, Berlu, Gom4rt, Antoine, AvaMind, Sakor, LyeGaia, Skyyart, Pressea, Etoiles"
245,06/12/2024,lien,FALSE,11,2,FALSE,FALSE,,Villageois,Votes,2,4,0,FALSE,,"Ponce, Onutrem, Berlu, Gom4rt, AvaMind, Sakor, LyeGaia, Skyyart, Pressea",680,1500,"45,33%","Ponce, Onutrem, Berlu, Gom4rt, Antoine, AvaMind, Sakor, LyeGaia, Skyyart, Pressea, Etoiles"
246,06/12/2024,lien,FALSE,11,2,FALSE,FALSE,,Villageois,Votes,4,3,0,FALSE,,"Ponce, Onutrem, Berlu, Gom4rt, Antoine, AvaMind, Sakor, Skyyart, Pressea",1350,1500,"90,00%","Ponce, Onutrem, Berlu, Gom4rt, Antoine, AvaMind, Sakor, LyeGaia, Skyyart, Pressea, Etoiles"
247,06/12/2024,lien,FALSE,11,2,FALSE,FALSE,,Loups,Domination,3,1,2,FALSE,,"Sakor, Onutrem",1235,1500,"82,33%","Ponce, Onutrem, Berlu, Gom4rt, Antoine, AvaMind, Sakor, LyeGaia, Skyyart, Pressea, Etoiles"
248,10/12/2024,lien,FALSE,12,2,FALSE,FALSE,,Villageois,Votes,3,2,0,FALSE,,"Ponce, Lutti, Nahomay, Flonflon, Kyria, Kao, Tsuna, Koka, Arkantors, Fukano",1295,1600,"80,94%","Ponce, Lutti, Nahomay, Flonflon, Kyria, Kao, Tsuna, Koka, Monodie, Arkantors, Anaee, Fukano"
249,10/12/2024,lien,FALSE,12,2,FALSE,FALSE,,Loups,Domination,3,1,2,FALSE,,"Ponce, Lutti",1125,1600,"70,31%","Ponce, Lutti, Nahomay, Flonflon, Kyria, Kao, Tsuna, Koka, Monodie, Arkantors, Anaee, Fukano"
250,10/12/2024,lien,FALSE,12,2,FALSE,FALSE,,Villageois,Votes,3,7,0,FALSE,,"Ponce, Lutti, Nahomay, Kyria, Kao, Tsuna, Koka, Arkantors, Anaee, Fukano",1325,1600,"82,81%","Ponce, Lutti, Nahomay, Flonflon, Kyria, Kao, Tsuna, Koka, Monodie, Arkantors, Anaee, Fukano"
251,10/12/2024,lien,FALSE,12,2,FALSE,FALSE,,Villageois,Votes,3,5,0,FALSE,,"Ponce, Lutti, Nahomay, Flonflon, Kyria, Tsuna, Koka, Monodie, Anaee, Fukano",1390,1600,"86,88%","Ponce, Lutti, Nahomay, Flonflon, Kyria, Kao, Tsuna, Koka, Monodie, Arkantors, Anaee, Fukano"
252,10/12/2024,lien,FALSE,12,2,FALSE,FALSE,,Villageois,Votes,3,3,0,FALSE,,"Lutti, Nahomay, Flonflon, Kyria, Kao, Tsuna, Monodie, Arkantors, Anaee, Fukano",1235,1600,"77,19%","Ponce, Lutti, Nahomay, Flonflon, Kyria, Kao, Tsuna, Koka, Monodie, Arkantors, Anaee, Fukano"
253,10/12/2024,lien,FALSE,12,2,FALSE,FALSE,,Villageois,Votes,3,4,0,FALSE,,"Ponce, Flonflon, Kyria, Kao, Tsuna, Koka, Monodie, Arkantors, Anaee, Fukano",1040,1600,"65,00%","Ponce, Lutti, Nahomay, Flonflon, Kyria, Kao, Tsuna, Koka, Monodie, Arkantors, Anaee, Fukano"
254,10/12/2024,lien,FALSE,12,2,FALSE,FALSE,,Villageois,Votes,3,5,0,FALSE,,"Ponce, Lutti, Nahomay, Flonflon, Kyria, Tsuna, Koka, Monodie, Arkantors, Anaee",1265,1600,"79,06%","Ponce, Lutti, Nahomay, Flonflon, Kyria, Kao, Tsuna, Koka, Monodie, Arkantors, Anaee, Fukano"
255,10/12/2024,lien,FALSE,12,2,FALSE,FALSE,,Villageois,Récolte,4,3,1,FALSE,,"Ponce, Lutti, Nahomay, Flonflon, Kyria, Kao, Tsuna, Monodie, Anaee, Fukano",1600,1600,"100,00%","Ponce, Lutti, Nahomay, Flonflon, Kyria, Kao, Tsuna, Koka, Monodie, Arkantors, Anaee, Fukano"
256,10/12/2024,lien,FALSE,9,2,FALSE,FALSE,,Loups,Domination,2,1,1,FALSE,,"Arkantors, Fukano",750,1100,"68,18%","Ponce, Nahomay, Flonflon, Kyria, Kao, Monodie, Arkantors, Anaee, Fukano"
257,10/12/2024,lien,FALSE,9,2,FALSE,FALSE,,Villageois,Récolte,3,4,1,FALSE,,"Ponce, Flonflon, Kao, Monodie, Arkantors, Anaee, Fukano",1100,1100,"100,00%","Ponce, Nahomay, Flonflon, Kyria, Kao, Monodie, Arkantors, Anaee, Fukano"
258,10/12/2024,lien,FALSE,9,2,FALSE,FALSE,,Villageois,Récolte,2,5,2,FALSE,,"Ponce, Nahomay, Kyria, Kao, Monodie, Arkantors, Anaee",1105,1100,"100,45%","Ponce, Nahomay, Flonflon, Kyria, Kao, Monodie, Arkantors, Anaee, Fukano"
259,10/12/2024,lien,FALSE,9,2,FALSE,FALSE,,Villageois,Votes,2,4,0,FALSE,,"Ponce, Kyria, Kao, Monodie, Arkantors, Anaee, Fukano",1190,1300,"91,54%","Ponce, Nahomay, Flonflon, Kyria, Kao, Monodie, Arkantors, Anaee, Fukano"
260,17/12/2024,lien,FALSE,11,2,FALSE,FALSE,,Villageois,Votes,3,3,0,FALSE,,"Ponce, Koka, Kao, Kyria, Monodie, Nahomay, Fukano, Bytell, Tsuna",1500,1600,"93,75%","Ponce, Koka, Kao, Kyria, Monodie, Nahomay, Fukano, Bytell, Tsuna, Wingo, Lutti"
261,17/12/2024,lien,FALSE,12,2,FALSE,FALSE,,Villageois,Votes,2,4,0,FALSE,,"Ponce, Koka, Kao, Nahomay, Fukano, Bytell, Tsuna, Wingo, Lutti, Arkantors",725,2000,"36,25%","Ponce, Koka, Kao, Kyria, Monodie, Nahomay, Fukano, Bytell, Tsuna, Wingo, Lutti, Arkantors"
262,17/12/2024,lien,FALSE,12,2,FALSE,FALSE,,Loups,Domination,2,0,2,FALSE,,"Ponce, Fukano",530,2000,"26,50%","Ponce, Koka, Kao, Kyria, Monodie, Nahomay, Fukano, Bytell, Tsuna, Wingo, Lutti, Arkantors"
263,17/12/2024,lien,FALSE,12,2,FALSE,FALSE,,Villageois,Votes,2,3,0,FALSE,,"Ponce, Koka, Kao, Kyria, Monodie, Nahomay, Bytell, Tsuna, Lutti, Arkantors",570,2000,"28,50%","Ponce, Koka, Kao, Kyria, Monodie, Nahomay, Fukano, Bytell, Tsuna, Wingo, Lutti, Arkantors"
264,17/12/2024,lien,FALSE,12,2,FALSE,FALSE,,Villageois,Votes,3,3,0,FALSE,,"Ponce, Koka, Kao, Kyria, Monodie, Fukano, Tsuna, Wingo, Lutti, Arkantors",1305,2000,"65,25%","Ponce, Koka, Kao, Kyria, Monodie, Nahomay, Fukano, Bytell, Tsuna, Wingo, Lutti, Arkantors"
265,17/12/2024,lien,FALSE,12,2,FALSE,FALSE,,Villageois,Tir du Chasseur,3,6,0,FALSE,,"Ponce, Kao, Monodie, Nahomay, Fukano, Bytell, Tsuna, Wingo, Lutti, Arkantors",1245,2000,"62,25%","Ponce, Koka, Kao, Kyria, Monodie, Nahomay, Fukano, Bytell, Tsuna, Wingo, Lutti, Arkantors"
266,17/12/2024,lien,FALSE,12,2,FALSE,FALSE,,Loups,Domination,3,0,1,FALSE,,"Ponce, Kyria",1155,2000,"57,75%","Ponce, Koka, Kao, Kyria, Monodie, Nahomay, Fukano, Bytell, Tsuna, Wingo, Lutti, Arkantors"
267,17/12/2024,lien,FALSE,12,2,FALSE,FALSE,,Villageois,Votes,3,4,0,FALSE,,"Koka, Kao, Kyria, Monodie, Fukano, Bytell, Tsuna, Wingo, Lutti, Arkantors",1455,2000,"72,75%","Ponce, Koka, Kao, Kyria, Monodie, Nahomay, Fukano, Bytell, Tsuna, Wingo, Lutti, Arkantors"
268,17/12/2024,lien,FALSE,12,2,FALSE,FALSE,,Villageois,Votes,4,2,0,FALSE,,"Ponce, Koka, Kao, Nahomay, Fukano, Bytell, Tsuna, Lutti, Arkantors, Wingo",1885,2000,"94,25%","Ponce, Koka, Kao, Kyria, Monodie, Nahomay, Fukano, Bytell, Tsuna, Lutti, Arkantors, Wingo"
269,17/12/2024,lien,FALSE,11,2,FALSE,FALSE,,Loups,Domination,2,0,1,FALSE,,"Lutti, Arkantors",540,2000,"27,00%","Ponce, Kao, Kyria, Monodie, Fukano, Bytell, Arkantors, Leaprima, Flonflon, Khalen, Anaee"
270,31/12/2024,lien,FALSE,11,2,FALSE,FALSE,,Loups,Domination,1,1,2,FALSE,,"Kao, Bytell",305,2000,"15,25%","Ponce, Kao, Kyria, Monodie, Fukano, Bytell, Arkantors, Leaprima, Flonflon, Khalen, Anaee"
271,31/12/2024,lien,FALSE,11,2,FALSE,FALSE,,Loups,Domination,2,1,1,FALSE,,"Arkantors, Fukano",625,2000,"31,25%","Ponce, Kao, Kyria, Monodie, Fukano, Bytell, Arkantors, Leaprima, Flonflon, Khalen, Anaee"
272,31/12/2024,lien,FALSE,11,2,FALSE,FALSE,,Villageois,Récolte,4,4,1,FALSE,,"Ponce, Kao, Kyria, Monodie, Bytell, Arkantors, Leaprima, Khalen, Anaee",2000,2000,"100,00%","Ponce, Kao, Kyria, Monodie, Fukano, Bytell, Arkantors, Leaprima, Flonflon, Khalen, Anaee"
273,31/12/2024,lien,FALSE,11,2,FALSE,FALSE,,Villageois,Votes,3,3,0,FALSE,,"Ponce, Kao, Kyria, Monodie, Bytell, Arkantors, Flonflon, Khalen, Anaee",1370,2000,"68,50%","Ponce, Kao, Kyria, Monodie, Fukano, Bytell, Arkantors, Leaprima, Flonflon, Khalen, Anaee"
274,31/12/2024,lien,FALSE,11,2,FALSE,FALSE,,Villageois,Votes,3,3,0,FALSE,,"Kao, Kyria, Monodie, Bytell, Arkantors, Leaprima, Flonflon, Khalen, Anaee",1320,2000,"66,00%","Ponce, Kao, Kyria, Monodie, Fukano, Bytell, Arkantors, Leaprima, Flonflon, Khalen, Anaee"
275,31/12/2024,lien,FALSE,11,2,FALSE,FALSE,,Loups,Domination,3,2,2,FALSE,,"Ponce, Arkantors",1485,2000,"74,25%","Ponce, Kao, Kyria, Monodie, Fukano, Bytell, Arkantors, Leaprima, Flonflon, Khalen, Anaee"
276,31/12/2024,lien,FALSE,11,2,FALSE,FALSE,,Loups,Domination,3,0,1,FALSE,,"Leaprima, Khalen",1310,2000,"65,50%","Ponce, Kao, Kyria, Monodie, Fukano, Bytell, Arkantors, Leaprima, Flonflon, Khalen, Anaee"
277,31/12/2024,lien,FALSE,11,2,FALSE,FALSE,,Villageois,Votes,4,2,0,FALSE,,"Ponce, Kao, Kyria, Fukano, Bytell, Leaprima, Flonflon, Khalen, Anaee",1940,2000,"97,00%","Ponce, Kao, Kyria, Monodie, Fukano, Bytell, Arkantors, Leaprima, Flonflon, Khalen, Anaee"
278,10/01/2025,lien,TRUE,9,1,FALSE,FALSE,Idiot du Village,Villageois,Votes,2,6,0,FALSE,Idiot du Village,"Ponce, Khalen, Monodie, Kao, Arkantors, Kyria, Brybry",375,1600,"23,44%","Ponce, Khalen, Monodie, Kao, Arkantors, Bytell, Kyria, Fukano, Brybry"
279,10/01/2025,lien,TRUE,9,1,FALSE,FALSE,Idiot du Village,Villageois,Votes,1,2,0,FALSE,,"Ponce, Khalen, Monodie, Kao, Arkantors, Kyria, Brybry",560,1600,"35,00%","Ponce, Khalen, Monodie, Kao, Arkantors, Bytell, Kyria, Fukano, Brybry"
280,10/01/2025,lien,TRUE,9,2,FALSE,FALSE,,Loups,Domination,1,1,2,FALSE,,"Ponce, Kao",855,1600,"53,44%","Ponce, Khalen, Monodie, Kao, Arkantors, Bytell, Kyria, Fukano, Brybry"
281,10/01/2025,lien,TRUE,9,2,FALSE,FALSE,,Loups,Domination,1,1,0,FALSE,,"Kao, Fukano",305,1600,"19,06%","Ponce, Khalen, Monodie, Kao, Arkantors, Bytell, Kyria, Fukano, Brybry"
282,10/01/2025,lien,TRUE,9,2,FALSE,FALSE,,Villageois,Votes,2,5,0,FALSE,,"Ponce, Khalen, Monodie, Arkantors, Bytell, Kyria, Brybry",720,1600,"45,00%","Ponce, Khalen, Monodie, Kao, Arkantors, Bytell, Kyria, Fukano, Brybry"
283,10/01/2025,lien,TRUE,9,2,FALSE,FALSE,,Loups,Domination,4,1,1,FALSE,,"Kyria, Fukano",1460,1600,"91,25%","Ponce, Khalen, Monodie, Kao, Arkantors, Bytell, Kyria, Fukano, Brybry"
284,10/01/2025,lien,TRUE,9,2,FALSE,FALSE,,Villageois,Votes,2,5,0,FALSE,,"Khalen, Monodie, Kao, Bytell, Kyria, Fukano, Brybry",795,1600,"49,69%","Ponce, Khalen, Monodie, Kao, Arkantors, Bytell, Kyria, Fukano, Brybry"
285,10/01/2025,lien,TRUE,9,2,FALSE,FALSE,,Villageois,Votes,2,6,0,FALSE,,"Ponce, Khalen, Arkantors, Bytell, Kyria, Fukano, Brybry",575,1600,"35,94%","Ponce, Khalen, Monodie, Kao, Arkantors, Bytell, Kyria, Fukano, Brybry"
286,10/01/2025,lien,TRUE,9,2,FALSE,FALSE,,Loups,Domination,2,2,2,FALSE,,"Kao, Brybry",760,1600,"47,50%","Ponce, Khalen, Monodie, Kao, Arkantors, Bytell, Kyria, Fukano, Brybry"
287,10/01/2025,lien,TRUE,9,2,FALSE,FALSE,,Loups,Domination,2,1,2,FALSE,,"Ponce, Bytell",830,1600,"51,88%","Ponce, Khalen, Monodie, Kao, Arkantors, Bytell, Kyria, Fukano, Brybry"
